Top_N,Mean Daily Return,Sharpe Ratio,Max Drawdown,Cumulative Return
5,0.0028582077187152993,3.6169230226268656,-0.03919627992851926,1.06895689765444657
10,0.003560754831824959,4.940961647929921,-0.030797162930532918,1.08741720010085197
30,0.003142416387023063,5.122511134850564,-0.02688310462794108,1.07704203776478002
50,0.0031379191162224525,4.840776092810682,-0.024796980016225323,1.07679105923819418
