Horizon,Sharpe Ratio,IC,Win Rate,Avg Turnover,Alpha,R2,Cumulative Return
1D,4.940961647929921,0.014590338251515945,0.5328470332063147,2.9166666666666665,0.00301166613463296,0.06360562253872104,0.08741720010085197
2D,8.132046920431996,-0.0047966305039468604,0.5362983124659771,2.9166666666666665,0.007219143606185099,0.03281092766738458,0.1914502909757556
3D,7.657283704144128,-0.023780243510218648,0.5512792596624932,2.9166666666666665,0.010479653916128408,3.718157100085495e-05,0.2773060672261618
7D,7.64854077507254,0.07925949365477766,0.5508328796951552,2.9166666666666665,0.015907863780920885,0.04052063580150511,0.421923482590689
