Top_N,Mean Daily Return,Sharpe Ratio,Max Drawdown,Cumulative Return
5,0.006819334126140636,7.192549330535913,-0.02766110104391528,0.17417918455224002
10,0.006444722287292999,6.971415362617561,-0.025184564699530343,0.16387379617075282
30,0.005336534506894887,6.895886621450609,-0.025184564699530343,0.13430499194602974
50,0.004784484246099039,6.290879078213659,-0.025184564699530232,0.11951369078089025
