Top_N,Mean Daily Return,Sharpe Ratio,Max Drawdown,Cumulative Return
5,0.0011210113898811377,1.092662128472916,-0.2107414329180215,0.12351057635213603
10,0.0003963123074280546,0.39799486687660945,-0.2291724780569977,0.03237753658293352
30,-0.0007809872517848551,-0.8581572928966544,-0.24107915880043096,-0.09944075411939413
50,-0.00046199167701033915,-0.5671369851757316,-0.19959437659222412,-0.06247796702911668
