DATE,Long,Short,LS,Cumulative_LS
2018-08-28,0.008355673992262398,-0.0010262584063072298,0.009381932398569628,1.1083975028676711
2018-08-29,-0.013114791137951116,-0.013114791137951118,1.734723475976807e-18,1.1083975028676711
2018-08-30,0.0024225361766362597,0.0024225361766362597,0.0,1.1083975028676711
2018-09-01,0.0,0.0,0.0,1.1083975028676711
2018-09-02,0.0,0.0,0.0,1.1083975028676711
2018-09-03,0.0,0.0,0.0,1.1083975028676711
2018-09-04,0.0036074563647151992,0.0008940776680337668,0.0027133786966814324,1.1114050050394073
2018-09-05,0.005410298401424521,0.019630823322589905,-0.014220524921165384,1.0956002424677365
2018-09-06,-0.0018592087283624001,0.013963161021984699,-0.0158223697503471,1.078265250332842
2018-09-07,0.004468505454294501,-0.009708737864077797,0.014177243318372298,1.0935520791485562
2018-09-08,0.0,0.0,0.0,1.0935520791485562
2018-09-09,0.0,0.0,0.0,1.0935520791485562
2018-09-10,0.0011188839589404,0.008306140611094602,-0.007187256652154202,1.0856924396932186
2018-09-11,0.0031410860987589008,-0.011726766344180501,0.014867852442939401,1.1018343546849922
2018-09-12,0.015696483441447598,-0.004378283712784499,0.020074767154232096,1.123953422797827
2018-09-13,0.0020705861161693607,-0.023585530674440105,0.025656116790609466,1.1527897030803334
2018-09-14,0.0037300044475058794,0.009970674486803397,-0.006240670039297517,1.1455955229187091
2018-09-15,0.0,0.0,0.0,1.1455955229187091
2018-09-16,0.0,0.0,0.0,1.1455955229187091
2018-09-17,0.00021944392908370005,-0.0029239766081871014,0.0031434205372708013,1.1491966114128573
2018-09-18,-0.006237629700713701,0.0023446658851114994,-0.008582295585825201,1.1393338664074835
2018-09-19,0.0004628793597218237,0.003297425500425501,-0.0028345461407036773,1.1361043719934851
2018-09-20,-0.009274985825276867,-0.0005841121495328001,-0.008690873675744067,1.1262306324140292
2018-09-21,0.0030856971334233996,0.0058754406580494006,-0.002789743524626001,1.1230887378000167
2018-09-22,0.0,0.0,0.0,1.1230887378000167
2018-09-23,0.0,0.0,0.0,1.1230887378000167
2018-09-24,-0.012035693992019873,-0.010003308587853301,-0.002032385404166571,1.120806188641728
2018-09-25,-0.0019377254951153733,0.029304029304029304,-0.031241754799144678,1.0857902365188192
2018-09-26,0.006492088007888867,-0.024419297200714694,0.03091138520860356,1.1193535167755932
2018-09-27,-0.009322386593432376,0.007198560287942198,-0.016520946881374576,1.1008607367834637
2018-09-28,0.0008764973496390997,0.009691096305269497,-0.008814598955630398,1.0911570908827177
2018-09-29,0.0,0.0,0.0,1.0911570908827177
2018-09-30,0.0,0.0,0.0,1.0911570908827177
2018-10-01,-0.0032974382263002322,0.0156874807751462,-0.018984919001446433,1.0704415618944554
2018-10-02,0.00829673628070262,0.0008292177350995932,0.0074675185456030265,1.0784351041098865
2018-10-18,0.0006976283415403429,0.02011243479720676,-0.019414806455666418,1.0574974952885967
2018-10-19,0.005647517039921899,0.09739130434782609,-0.09174378730790418,0.9604786700021982
2018-10-20,0.0,0.0,0.0,0.9604786700021982
2018-10-21,0.0,0.0,0.0,0.9604786700021982
2018-10-22,-0.035813520038334004,0.0091260091260091,-0.0449395291643431,0.917315210799905
2018-10-23,-0.0006846768785778,-0.006748466257668598,0.006063789379090798,0.9228776170324318
2018-10-24,0.010780093530573503,0.06279293354164157,-0.05201284001106807,0.8748761311879281
2018-10-25,-0.00798910336739132,-0.0274411974340698,0.019452094066678482,0.8918943039884873
2018-10-27,0.0,0.0,0.0,0.8918943039884873
2018-10-28,0.0,0.0,0.0,0.8918943039884873
2018-10-29,0.0114497026635349,0.01588005001164343,-0.004430347348108529,0.8879429024240189
2018-10-30,-0.013132685519309406,-0.005533270208043282,-0.007599415311266124,0.8811950555358077
2018-10-31,-0.030852247072403752,-0.05282716649932209,0.02197491942691834,0.9005592458806059
