Horizon,Sharpe Ratio,IC,Win Rate,Avg Turnover,Alpha,R2,Cumulative Return
1D,6.971415362617561,0.030706031513388972,0.5127599346761024,2.8333333333333335,0.007616822590145346,0.17613056880247457,0.16387379617075282
2D,8.066369772278172,0.006772193246811548,0.518562874251497,2.8333333333333335,0.010456582761609736,0.12331816375491189,0.2618605163437566
3D,5.0588389487988135,-0.019453774315948275,0.5307348938486663,2.8333333333333335,0.007565946666390329,0.13075259613421042,0.17617448147332593
7D,6.789732136567063,0.07510886090069475,0.5499074578116494,2.8333333333333335,0.019837991872284053,0.11966737278982797,0.5150738342620469
