Top_N,Mean Daily Return,Sharpe Ratio,Max Drawdown,Cumulative Return
5,0.0010340811597564818,0.8848740815471502,-0.2107414329180215,0.07962206436794372
10,0.00030621741514132096,0.2681916810781131,-0.2291724780569977,0.012598770164367945
30,-0.0009061724661362804,-0.8672891448014123,-0.24107915880043074,-0.08892168819700541
50,-0.00031020635512537387,-0.3334785579100794,-0.18859814140313502,-0.03671883310735724
